id:id	name:label	
143576	Neonatal acne
143580	Acne conglobata
143581	Pustular acne
143582	Acne indurata
143583	Acne fulminans
143587	Perioral Dermatitis
143588	Haber's syndrome
143592	Chlorine acne
143597	Acne estivalis
143600	Feline acne
143602	Asteatosis cutis
143606	Apocrine gland cyst
143608	Bromhidrosis
143609	Chromhidrosis
143613	Female pattern alopecia
143614	Ophiasis
143615	Diffuse alopecia areata
143617	Hypertrichosis lanuginosa
143618	Hairy ear
143620	Clastothrix
143622	Trichostasis spinulosa
143624	Pili annulati
143625	Brittle hair
143626	Pili torti
143627	Pili incarnati
143628	Trichonodosis
143631	Premature canities
143632	Achromotrichia
143636	Folliculitis depilans
143637	Alopecia totalis
143638	Alopecia universalis
143639	Perifolliculitis capitis abscedens
143641	Folliculitis nares perforans
143642	Psychogenic alopecia
143650	Telogen effluvium
143651	Anagen effluvium
143652	Barber's pilonidal sinus
143661	Lamellar nail splitting
143663	Beau's lines
143666	Onychogryposis
143669	Onychomadesis
143670	Equine laminitis
143676	Pyramidal disease
143677	Hoof crack
143682	Ischemic ulcer
143683	Tropical ulcer
143684	Saddle sore
143692	Adherent scar
143694	Melasma gravidarum
143695	Idiopathic chloasma
143697	Poikiloderma of Civatte
143700	Erythromelanosis follicularis of face AND/OR neck
143701	Riehl's melanosis
143702	Pigmented hairy epidermal nevus
143705	Idiopathic guttate hypomelanosis
143708	Drug-induced photosensitivity
143709	Chlorpromazine pigmentation
143711	Drug-induced lupus erythematosus
143713	Drug-induced lupus erythematosus due to hydralazine
143724	Early radiation dermatitis
143725	Late radiation dermatitis
143726	Actinic granuloma
143727	Solar urticaria
143741	Subcutaneous calcification
143742	Profichet's disease
143743	Calcinosis universalis
143744	Tumoral calcinosis
143748	Abnormal granulation tissue
143750	Angioma serpiginosum
143751	Angiokeratoma circumscriptum
143764	Granulomatosis disciformis et progressiva
143765	Painful piezogenic pedal papules
143772	Disorder of skeletal system
143775	Generalized morphea
143777	Dermatomyositis,Childhood Type
143782	Acute arthropathy
143784	Chronic arthropathy
143785	Chronic articular rheumatism
143786	Acute arthritis
143787	Subacute arthritis
143788	Chronic arthritis
143799	Joint-ill
143830	Hemophilic arthropathy
143837	Idiopathic polyarthritis
143842	Chronic polyarticular juvenile rheumatoid arthritis
143848	Osteoarthritis NOS,of the hand
143878	Coxitis
143880	Chronic osteoarthritis
143881	Interphalangeal osteoarthritis
143882	Bouchard's node
143931	Hip joint effusion
143941	Snapping hip
143943	Calcification of joint
143948	Spondylosis with myelopathy
143949	Cervical arthritis
143954	Acquired Hyperostosis Syndrome
143955	Intervertebral disc rupture
143974	Cervical discitis
143976	Cervical radiculitis
143977	Grisel's syndrome
143978	Klippel's disease
143979	Disorder of back
143984	Putti's syndrome
143986	Thoracic radiculitis
143987	Lumbosacral radiculitis
143989	Bertolotti's syndrome
143991	Atlantoaxial subluxation
143993	Capsulitis NOS
143994	Acute calcific periarthritis
143998	Rotator cuff syndrome
143999	Supraspinatus syndrome
144001	Scapulocostal syndrome
144013	Pes anserinus tendinitis
144014	Pes anserinus bursitis
144016	Infrapatellar bursitis
144021	Peroneal tendinitis
144025	Curb
144026	Interosseous desmitis
144027	Carpitis
144033	Proliferative synovitis
144039	Bog spavin
144040	Bunion,Tailor's
144045	Olecranon bursitis
144053	Rupture of Achilles tendon
144061	Disorder of soft tissue
144062	Purulent myositis
144066	Myofibrosis
144071	Equine rhabdomyolysis
144072	Exertional rhabdomyolysis
144077	Parasitic myositis
144080	Knuckle pads
144083	Primary fibrositis
144085	Fasciitis with eosinophilia syndrome
144087	Stringhalt
144088	Anterior tibial compartment syndrome
144089	Osteodystrophy
144090	Hepatic osteodystrophy
144128	Brodie's abscess
144145	Navicular disease
144146	Pedal osteitis
144149	Sesamoiditis
144150	Bucked shins
144151	Bone spavin
144153	Feline osteogenesis imperfecta
144155	Craniomandibular osteopathy
144158	Humerus head juvenile osteochondritis
144161	Juvenile osteochondrosis of lower ulna
144165	Larsen-Johansson syndrome
144166	Calcaneal apophysitis
144167	Juvenile osteochondrosis of second metatarsal
144170	Muller-Weiss disease
144175	Apophysitis NOS
144179	Drug-induced osteoporosis
144184	Atrophy,Disuse
144185	Osteoclasia
144191	Subperiosteal hemorrhage
144192	Xiphoidalgia syndrome
144194	Pes planus - acquired
144195	Hallux Rigidus
144205	Acquired finger deformity,unspecified
144220	Camptocormia
144224	Lordoscoliosis
144226	Saddle nose
144231	Flat chest
144235	[Q] Spondylolisthesis grade 1
144239	Degenerative spondylolisthesis
144247	Pelvic obliquity
144256	Segmental dysfunction
144257	Somatic dysfunction
144273	Acute respiratory disease
144275	Disorder of upper respiratory system
144276	Acute upper respiratory infection
144278	Brachycephalic airway obstruction syndrome
144279	Acute pansinusitis
144282	Acute suppuration of nasal sinus
144284	Nasal sinus mucocele
144285	Disorder of maxillary sinus
144289	Polyp of maxillary sinus
144306	Rhinolith
144308	Abscess of nose
144309	Abscess of nasal septum
144310	Necrosis of nose
144314	Granulomatous rhinitis
144315	Hypertrophic rhinitis
144316	Obstructive rhinitis
144317	Purulent rhinitis
144329	Atrophic pharyngitis
144330	Hypertrophic pharyngitis
144332	Cyst of pharynx
144337	Ulcerative laryngitis
144344	Laryngomalacia
144346	Laryngeal hemiplegia
144347	Obstruction of larynx NOS
144349	Ulcer of larynx
144353	Granuloma of vocal cords
144354	Leukoplakia of vocal cords
144355	Chorditis NOS
144356	Edema of glottis
144357	Supraglottic edema
144359	Abscess of trachea
144361	Acute tracheobronchitis
144366	Tracheocele
144373	Segmental tracheal stenosis
144376	Croupous bronchitis
144377	Purulent bronchitis
144380	Purulent chronic bronchitis
144381	Chronic asthmatic bronchitis
144382	Mucoid impaction of bronchi
144384	Bronchial compression
144386	Bronchomalacia
144387	Acquired bronchesophageal fistula
144390	Adult bronchiectasis
144391	Cylindrical bronchiectasis
144393	Saccular bronchiectasis
144394	Traction bronchiectasis
144395	Bronchocele
144396	Bronchial diverticulum
144397	Bronchiolar disease
144404	Bronchiolectasis
144408	Non-infectious pneumonia
144410	Hemorrhagic bronchopneumonia
144412	Catarrhal pneumonia
144413	Unresolved pneumonia
144415	Organized pneumonia
144416	Granulomatous pneumonia
144417	Airsacculitis
144425	Panacinar emphysema
144426	Paraseptal emphysema
144427	Swyer-James Syndrome
144430	Giant bullous emphysema
144431	Vanishing lung
144433	Gas bubble disease
144436	Childhood asthma
144439	Hay fever with asthma
144441	Late onset asthma
144443	Feline allergic bronchitis
144448	Occupational lung disease
144449	Occupational bronchitis
144450	Occupational asthma
144451	Simple silicosis
144452	Complicated silicosis
144457	Collagenous pneumoconiosis
144458	Hard metal pneumoconiosis
144459	Kaolinosis
144463	Graphite fibrosis of lung
144465	Stannosis
144476	Smoke inhalation
144477	Pneumonitis due to fumes AND/OR vapors
144488	Grain fever
144494	Sequoiosis
144495	Bakers' asthma
144501	Chronic nonspecific lung disease
144502	Heaves
144503	Acute respiratory failure
144504	Acute-on-chronic respiratory failure
144505	Chronic respiratory failure
144507	Discoid atelectasis
144509	Focal atelectasis
144510	Complete atelectasis
144511	Obstructive atelectasis
144512	Compression atelectasis
144513	Postoperative pulmonary edema
144521	Endogenous lipoid pneumonia
144522	Lymphoid interstitial pneumonia
144525	Gangrenous pneumonia
144526	Pulmonary gangrene
144527	Pulmonary necrosis
144529	Chronic pulmonary congestion
144530	Exercise-induced pulmonary hemorrhage
144532	Hypostatic pneumonia
144533	Pulmonary ossification
144545	Fibrinous pleurisy
144547	Interlobar pleurisy
144548	Calcification of pleura
144549	Adhesion of pleura
144552	Thickening of pleura
144556	Pleural effusion associated with pulmonary infection
144557	Pleurisy with effusion
144558	Serofibrinous pleurisy
144561	Open pneumothorax
144562	Acute pneumothorax NOS
144563	Chronic pneumothorax
144564	Tension pneumothorax
144573	Fibrosis of mediastinum
144576	[D]Mediastinal shift
144582	Elevated diaphragm
144583	Diaphragmatic cyst
144587	Spastic Dysphonia
144588	Adductor spastic dysphonia
144596	Abductor spastic dysphonia
144610	Apraxia of Phonation
144613	Hypernasality
144617	[D]Hyponasality
144621	Psychogenic voice disorder
144626	Ventricular dysphonia
144631	Mutational falsetto
144634	Benign hypertension
144635	Low-renin essential hypertension
144636	High-renin essential hypertension
144637	Endocrine hypertension
144641	Sustained diastolic hypertension
144643	Renal arterial hypertension
144644	Parenchymal renal hypertension
144646	Hypertensive heart failure
144647	Hypertensive renal failure
144650	Cardiovascular renal disease
144652	Chronic orthostatic hypotension
144653	Cardiac polyp
144654	Atrial aneurysm
144657	Endomyocardial disease
144665	Angina,class I
144666	Angina,class II
144667	Angina,class III
144668	Angina,class IV
144669	Nocturnal angina
144672	Coronary artery atheroma
144673	Coronary arteritis
144674	Coronary artery embolism
144676	Coronary artery rupture
144677	Left main coronary artery thrombosis
144680	Ischemic contracture of left ventricle syndrome
144681	Acute coronary insufficiency
144682	Chronic ischemic heart disease NOS
144683	Subendocardial ischemia
144686	Acute anteroseptal myocardial infarction
144687	Acute myocardial infarction of inferior wall
144691	Acute myocardial infarction of posterolateral wall
144692	True posterior myocardial infarction
144695	Acute subendocardial infarction
144698	Acute heart failure
144699	Acute right heart failure
144700	Chronic heart failure
144702	Acute congestive heart failure
144705	Chronic congestive heart failure
144708	Acute left-sided heart failure
144709	Chronic left-sided heart failure
144711	Low output heart failure
144715	Cardiac dilatation NOS
144716	Ventricular dilatation
144717	Atrial dilatation
144719	Round heart disease
144720	Restrictive heart disease
144723	MacCallum's patch
144724	Recurrent rheumatic fever
144727	Subacute rheumatic arthritis
144728	Chorea Gravidarum
144729	Rheumatic pericarditis
144733	Chronic inactive rheumatic heart disease
144738	Rheumatic disease of heart valve
144745	Rheumatic endocarditis NOS
144746	Rheumatic disease of mitral valve
144747	Rheumatic mitral stenosis
144750	Rheumatic aortic valve disease
144757	Rheumatic tricuspid valve disease
144767	Nonobstructive cardiomyopathy
144768	Familial cardiomyopathy
144771	Thyrotoxic heart disease
144772	Primary idiopathic dilated cardiomyopathy
144773	Secondary dilated cardiomyopathy
144780	Dilated cardiomyopathy secondary to metabolic disorder
144807	Cobalt cardiomyopathy
144810	Primary eosinophilic endomyocardial restrictive cardiomyopathy
144831	Giant cell myocarditis
144837	Subacute endocarditis
144838	Chronic endocarditis
144839	Valvular endocarditis
144843	Vegetative endocarditis
144844	Malignant endocarditis
144851	Heart valve stenosis
144852	Heart valve regurgitation
144858	Conduction disorder of the heart
144861	Severe sinus bradycardia
144862	Persistent sinus bradycardia
144863	Nodal rhythm disorder
144866	Accelerated atrioventricular conduction
144868	Chronic ectopic atrial tachycardia
144872	Partial atrioventricular block
144873	Mobitz type I incomplete atrioventricular block
144875	Intraventricular conduction defect
144878	Left anterior fascicular block
144879	Left posterior fascicular block
144880	Bifascicular block
144882	Bilateral bundle branch block
144896	Pulmonary endarteritis
144900	Progressive pulmonary hypertension
144901	Secondary pulmonary hypertension
144903	Systemic vasculitis
144904	Hemorrhage of blood vessel
144905	Thromboangiitis
144912	Burn shock
144913	Disorder of artery
144914	Monckeberg's medial sclerosis
144936	Embolic infarction
144938	Cholesterol embolus syndrome
144940	Thrombotic infarction
144942	Popliteal artery thrombosis
144943	Periarteritis
144945	Senile arteritis
144947	Polyarteritis
144949	Wegener's syndrome,limited form
144950	Occlusion of artery
144952	Fistula of artery
144957	Dilatation of aorta
144959	Rupture of aorta
144960	Aortocaval fistula
144961	Ruptured thoracic aortic aneurysm
144963	Ruptured abdominal aortic aneurysm
144970	Capillary hemorrhage
144971	Capillary hyperpermeability
144972	Capillary thrombosis
144974	Portal vein obstruction
144975	Bleeding hemorrhoids NOS
144976	Strangulated hemorrhoids NOS
144978	Internal hemorrhoids
144980	Bleeding internal hemorrhoids
144981	Prolapsed internal hemorrhoids
144983	External hemorrhoids
144995	Thrombophlebitis of lower extremities
145000	Saphenous vein thrombophlebitis
145009	Thrombophlebitis of breast
145011	Inferior vena cava syndrome
145013	Venous collateral circulation NOS
145014	Meningeal hemorrhage
145019	Cerebromeningeal hemorrhage
145020	Cortical hemorrhage
145022	Subcortical hemorrhage
145023	Intrapontine hemorrhage
145032	Basilar Artery Stenosis
145033	Basilar artery occlusion
145034	Basilar artery thrombosis
145035	Basilar artery embolism
145036	Carotid artery occlusion
145037	Vertebral Artery Stenosis
145038	Vertebral artery occlusion
145039	Vertebral artery thrombosis
145042	Cerebral Vasospasm
145043	Anterior choroidal artery syndrome
145045	Progressing stroke
145046	Completed stroke
145047	Acute cerebrovascular insufficiency
145048	Chronic cerebral ischemia
145050	Cerebral vein occlusion
145052	Disorder of pericardium
145054	Pyopericardium
145055	Pericardial milk spots
145061	Acute myopericarditis
145062	Acute pleuropericarditis
145064	Acute pericardial effusion
145068	Subacute pericarditis
145069	Subacute constrictive pericarditis
145071	Chronic pericarditis
145072	Chronic constrictive pericarditis
145075	Infectious pericarditis
145076	Pyogenic pericarditis
145077	Acute purulent pericarditis unspecified
145078	Non-infectious pericarditis
145080	Pericarditis secondary to uremia
145119	Chronic acquired lymphedema
145120	Nonfilarial elephantiasis
145125	De Sanctis-Cacchione syndrome
145126	Seckel syndrome
145128	Robinow syndrome
145130	Bovine achondroplasia
145133	Weaver syndrome
145134	Marshall-Smith syndrome
145136	Distal arthrogryposis syndrome
145137	Inherited arthrogryposis
145138	Meckel-Gruber syndrome
145139	X-linked hydrocephalus syndrome
145140	Lethal multiple pterygium syndrome
145141	Neu-Laxova syndrome
145142	Miller Dieker syndrome
145143	Pallister-Hall syndrome
145144	Walker-Warburg congenital muscular dystrophy
145146	Cohen syndrome
145147	Freeman-Sheldon syndrome
145148	Hecht syndrome
145149	Schinzel-Giedion syndrome
145150	Pena-Shokeir phenotype
145154	Frontonasal dysplasia sequence
145155	Cryptophthalmos syndrome
145156	Branchio-Oto-Renal Syndrome
145157	Marshall syndrome
145158	Blepharophimosis syndrome
145160	Wildervanck's syndrome
145161	Goldenhar Syndrome
145163	Otocephalic syndrome
145166	Nager syndrome
145167	Townes syndrome
145170	Oto-palato-digital syndrome,type I
145171	Coffin-Lowry syndrome
145172	Stickler syndrome
145173	Trichorhinophalangeal syndrome
145174	Genee-Wiedemann syndrome
145176	Popliteal pterygium syndrome
145177	Grebe syndrome
145178	Multiple pterygium syndrome
145180	Femoral hypoplasia - unusual facies syndrome
145181	Holt-Oram syndrome
145182	Aase syndrome
145183	Child syndrome
145184	Adams-Oliver syndrome
145185	Levy-Hollister syndrome
145188	Jeune thoracic dystrophy
145189	Camptomelic dysplasia
145191	Kniest dysplasia
145193	Metatrophic dysplasia
145194	Fibrochondrogenesis
145195	Atelosteogenesis
145197	Dyggve-Melchior-Clausen syndrome
145198	Acromicric dysplasia
145199	Spondyloepiphyseal dysplasia tarda
145200	Metaphyseal chondrodysplasia,Schmid type
145201	Metaphyseal chondrodysplasia
145202	Kenny-Caffey syndrome
145203	Craniometaphyseal dysplasia
145204	Frontometaphyseal dysplasia
145205	Pyle metaphyseal dysplasia
145206	Metaphyseal chondrodysplasia,Jansen type
145210	Sclerosteosis
145211	Pfeiffer Syndrome
145212	Greig cephalopolysyndactyly syndrome
145213	Antley-Bixler syndrome
145214	Baller-Gerold syndrome
145215	Leri-Weill dyschondrosteosis
145218	Weill-Marchesani syndrome
145220	Hamartomatous disease
145221	Neurocutaneous Syndromes
145223	Linear sebaceous nevus sequence
145224	Fibrous skin tumor of tuberous sclerosis
145225	Cerebral-retinal arteriovenous aneurysm
145227	Turcot syndrome
145228	Bannayan syndrome
145230	Epidermal nevus syndrome
145231	Autosomal dominant hypohidrotic ectodermal dysplasia syndrome
145232	Tricho-dento-osseous syndrome
145233	Pachyonychia congenita syndrome
145235	Senter syndrome
145237	Coffin-Siris syndrome
145238	Borjeson-Forssman-Lehmann syndrome
145239	Rieger syndrome
145240	Cerebro-costo-mandibular syndrome
145241	Jarcho-Levin syndrome
145242	Leprechaunism syndrome
145249	Malformation association
145251	CHARGE association disorder
145252	Malformation sequence
145253	Bilateral left-sidedness sequence
145258	Sirenomelia sequence
145261	Fetal hydantoin syndrome
145263	Fetal warfarin syndrome
145264	Lenz's syndrome
145268	Sporadic cretinism
145270	Autosomal dominant hereditary disorder
145273	Autosomal recessive hereditary disorder
145299	7q partial monosomy syndrome
145312	9p partial trisomy syndrome
145332	Pallister-Killian syndrome
145334	13q partial monosomy syndrome
145365	Ring chromosome 20 syndrome
145370	Ring chromosome 21 syndrome
145373	Trisomy 22
145376	Cat eye syndrome
145379	Four X syndrome
145382	XXXXY syndrome
145385	Congenital anomaly of skeletal bone
145388	Bone island
145389	Osteopathia striata
145390	Dermatofibrosis lenticularis disseminata
145400	Splayleg in piglets
145403	Plagiocephaly
145407	Scaphycephaly
145408	Trigonocephaly
145410	Craniolacunia
145411	Cranioschisis
145415	Longitudinal deficiency of limb
145417	Partial congenital absence of limb
145418	Anisomelia
145419	Duplication of limb NOS
145420	Congenital macrodactylia
145421	Polysyndactyly
145422	Ectrodactyly
145424	Brachyphalangia
145426	Acheiropodia
145427	Congenital dislocation of elbow
145447	Ulnar dimelia
145455	Brachymetacarpia
145457	Talipomanus
145459	Manus vara
145465	Mirror hands
145469	Bifid thumb
145470	Accessory carpal bone
145490	Congenital absence of tibia
145492	Congenital absence of fibula
145503	Congenital metatarsus varus
145504	Metatarsus adductus
145505	Metatarsus Primus Varus
145506	Brachymetatarsia
145508	Calcaneonavicular bar
145510	Tarsal coalitions
145515	Congenital crossed toes
145517	Congenital pseudarthrosis of tibia
145518	Congenital angulation of tibia
145524	Congenital dislocation of knee
145527	Straight back syndrome
145528	Congenital kyphosis
145531	Hemivertebra NOS
145532	Congenital fusion of spine
145540	Cervical malformation - malarticulation
145542	Occipital dysplasia
145547	Congenital fusion of ribs
145548	Sternum bifidum
145553	Congenital eventration of diaphragm
145557	Gastroschisis
145559	Congenital anomaly of the pelvis
145573	Inverted pelvis
145581	Oblique pelvis
145588	Congenital absence of nose NOS
145611	Congenital atresia of trachea
145612	Congenital stenosis of trachea
145620	Congenital atresia of bronchus
145624	Congenital absence of lung
145627	Pulmonary hypoplasia
145630	Intralobar bronchopulmonary sequestration
145634	Accessory lung
145639	Congenital lobar emphysema
145642	Congenital pulmonary lymphangiectasis
145645	Acyanotic congenital heart disease NOS
145646	Cyanotic congenital heart disease NOS
145647	Double outlet left ventricle
145649	Left ventricular-right atrial communication
145663	Congenital valvular insufficiency
145665	Congenital absence of pulmonic valve
145671	Congenital insufficiency of tricuspid valve
145677	Double mitral valve
145684	Uhl's disease
145685	Congenital complete atrioventricular heart block
145688	Abdominal heart
145689	Isolated dextrocardia
145690	Mesocardia
145693	Chiari network
145694	Congenital absence of coronary sinus
145697	Congenital cardiomegaly
145698	Congenital diverticulum of left ventricle
145700	Primary endocardial fibroelastosis
145702	Preductal coarctation of aorta
145706	Double aortic arch
145707	Kommerell's diverticulum
145708	Overriding aorta
145712	Congenital stenosis of aorta
145719	Coronary artery fistula
145724	Single coronary artery
145726	Agenesis of pulmonary artery
145729	Pulmonary artery atresia
145732	Pulmonary artery stenosis,congenital
145734	Pulmonary arteriovenous aneurysm
145735	Anomalous pulmonary vein
145736	Congenital stenosis of pulmonary veins
145737	Anomalous pulmonary venous drainage
145752	Persistent left superior vena cava
145753	Congenital anomaly of inferior vena cava
145754	Absence of inferior vena cava
145769	Multiple renal arteries
145770	Venous malformation
145773	Congenital varix
145776	Erythrokeratodermia variabilis
145777	Lamellar ichthyosis AND trichorrhexis invaginata syndrome
145779	Mutilating keratoderma
145780	Dyskeratosis Congenita
145781	Hereditary benign intraepithelial dyskeratosis
145785	Porokeratosis,Disseminated Superficial Actinic
145788	Vascular hamartoma of skin
145789	Birthmark
145791	Collagen nevus of skin
145792	Fibrous Hamartoma of Infancy
145794	Nevus anemicus
145796	Mongolian Spot
145797	Nevus comedonicus
145802	Congenital alopecia,unspecified
145803	Congenital hypotrichia
145807	Anonychia
145812	Subungual fibroma
145813	Knuckle pads,deafness AND leukonychia syndrome
145814	Pili torti-deafness syndrome
145816	Congenital anomaly of breast
145818	Accessory breast
145819	Accessory nipple
145820	Ectopic breast tissue
145821	Congenital hypoplasia of breast
145831	Ectopic tooth
145834	Mesiodens
145837	Dens evaginatus
145838	Enamel pearls
145839	Macrodontia
145840	Peg-shaped teeth
145842	Taurodontism
145850	Neonatal tooth
145854	Premature tooth eruption
145858	Anterior crossbite
145859	Posterior crossbite
145860	Anterior open bite
145861	Open Bite
145862	Posterior open bite
145863	Deep overbite
145864	Vertical overbite
145871	Mandibular prognathism
145872	Maxillary prognathism
145873	Mandibular retrognathism
145874	Maxillary retrognathism
145875	Congenital macrognathism
145878	Congenital mandibular hypoplasia
145882	Cleft upper lip,upper jaw AND palate
145884	Congenital lip pits
145892	Naso-palatine duct cyst
145893	Median palatal cyst
145894	Naso-labial cyst
145896	Bohn's nodule
145900	Bifid tongue
145911	Cleft uvula
145913	Congenital anomaly of esophagus
145919	Giant esophagus
145920	Congenital esophagobronchial fistula
145921	Congenital esophagotracheal fistula
145933	Congenital microgastria
145934	Congenital gastric perforation
145936	Ectopic gastric tissue
145938	Brunner's gland adenoma
145942	Pyloric atresia
145951	Small intestine atresia NOS
145953	Congenital atresia of duodenum
145954	Imperforate jejunum
145955	Congenital atresia of ileum
145956	Megaloduodenum
145959	Congenital duodenal obstruction
145962	Congenital duodenal obstruction due to malrotation of intestine
145964	Congenital duodenal stenosis
145968	Congenital atresia of colon
145971	Mobile cecum
145976	Dolichocolon
145978	Microcolon
145985	Congenital mesocolic hernia
145991	Anorectal anomaly
145995	Congenital rectovestibular fistula
145996	Congenital rectovaginal fistula
145998	Anorectal agenesis
146000	Persistent cloaca
146006	Ectopic anus
146011	Peritoneal cyst
146012	Omental cyst
146014	Congenital anomaly of bile ducts
146026	Multiseptate gallbladder
146027	Floating gallbladder
146028	Intrahepatic gallbladder
146033	Accessory hepatic duct
146040	Accessory pancreas
146042	Pancreas divisum
146047	Ectopic adrenal cortex
146054	Ectopic thyroid tissue
146055	Lingual Thyroid
146057	Persistent thyroglossal duct
146059	Ectopic pituitary tissue
146061	Unspecified anomaly of kidney
146063	Unilateral agenesis of kidney
146064	Renal hypoplasia
146065	Ask-Upmark kidney
146066	Accessory kidney
146067	Nodular renal blastema
146070	Crossed renal ectopia
146072	Double kidney
146073	Congenital fusion of kidneys
146074	Congenital enlarged kidney
146079	Dysplasia of kidney NOS
146082	Congenital hydronephrosis
146083	Megacalycosis
146090	Congenital dilatation of ureter
146093	Ectopic ureter
146096	Congenital ureterovesical obstruction
146100	Congenital absence of bladder
146102	Accessory bladder
146106	Congenital anomaly of urethra
146108	Congenital stricture of urethra
146109	Congenital urethral valve
146111	Accessory urethra
146118	Persistent umbilical sinus
146120	Streak gonad
146121	Hermaphroditism,True
146122	Ambiguous genitalia
146123	Persistent urogenital sinus
146128	Congenital absence of ovary
146129	Accessory ovary
146130	Ectopic ovary
146131	Streak ovary
146139	Congenital uterine anomaly
146141	Uterus arcuatus
146143	Bicornuate uterus
146146	Uterus bicornis unicollis
146149	Congenital duplication of uterus
146155	Infantile uterus
146157	Uterus subseptus
146164	Septate vagina
146167	Imperforate vagina
146177	Congenital hypoplasia of testis
146178	Testicular regression syndrome
146180	Monorchism
146181	Polyorchism
146182	azoospermia factor
146183	Leydig cell agenesis
146185	Congenital hypoplasia of penis
146194	Congenital absence of vas deferens
146197	Congenital anomaly of brain
146201	Exencephaly
146204	Meningoencephalocele
146210	Lissencephaly
146211	Microgyria
146216	Aplasia of cerebellum
146217	Congenital cerebellar hypoplasia
146218	Congenital cerebellar cortical atrophy
146228	Colloid cyst of third ventricle
146229	Megalencephaly
146230	Macrogyria
146231	Schizencephaly
146234	Etat Marbre
146235	Ulegyria
146237	Nasal glial heterotopia
146238	Neuronal heterotopia
146240	Ecchordosis physaliphora
146241	Sinus Pericranii
146242	Dural arteriovenous malformation
146244	Dyke-Davidoff syndrome
146245	Congenital anomaly of spinal cord
146254	Myeloschisis
146255	Rachischisis
146257	Amyelia
146268	Jaw-winking syndrome
146272	Irido-corneal dysgenesis
146273	Atrophia bulborum hereditaria
146274	Hypoplasia of eye
146282	Congenital zonular cataract
146283	Congenital total cataract
146286	Spherophakia
146288	Microcornea
146290	Anterior segment anomalies NOS
146292	Axenfeld anomaly
146301	Persistent primary vitreous
146308	Optic disc structural anomaly
146309	Persistent hyaloid artery
146314	Congenital ptosis
146315	Ablepharon
146319	Congenital ectropion
146320	Congenital entropion
146326	Accessory lacrimal gland
146329	Congenital anomaly of ear
146337	Congenital atresia of external auditory canal
146349	Accessory tragus
146350	Preauricular dimple
146354	Bat ear
146357	Congenital deformity of face
146358	Potter's facies
146362	Branchial cleft sinus
146363	Preauricular sinus
146369	Accessory spleen
146370	Ectopic spleen
146374	Splenogonadal fusion
146375	Ectopic thymic tissue
146378	Situs ambiguus
146383	Blighted ovum
146385	Cylindrical embryo
146387	Abnormal fetus
146388	Mummified Fetus
146390	Immature fetus
146399	Cyclocephaly
146405	Cranial duplication
146410	Cebocephaly
146415	Fetus in fetu
146419	Dipygus
146420	Cephalothoracopagus
146423	Craniopagus NOS
146424	Craniopagus occipitalis
146431	Janiceps
146435	Thoracopagus
146440	Pygopagus
146446	Acardiac monster
146450	Holoacardius acephalus
146454	Epignathus
146457	Pygomelus
146460	Diprosopus
146465	Dicephalus dipus dibrachius
146467	Diplopodia
146470	Xiphopagus
146471	Asymmetrical conjoined twins
146473	Homologous chimera
146481	Twin placenta
146483	Chorioallantoic placenta
146488	Placenta previa centralis
146490	Placenta Increta
146491	Placenta Percreta
146506	Short cord unspecified
146507	Excessively long umbilical cord
146520	Umbilical polyp
146525	Acute gastrointestinal hemorrhage
146526	Chronic gastrointestinal hemorrhage
146527	Acute upper gastrointestinal hemorrhage
146528	Chronic upper gastrointestinal hemorrhage
146529	Acute lower gastrointestinal hemorrhage
146531	Fecal occult blood: positive
146532	Gastrointestinal food allergy
146533	Cow's milk protein sensitivity
146535	Eosinophilic gastroenteropathy
146547	Secondary intestinal pseudo-obstruction
146549	Hereditary hollow viscus myopathy
146551	Abdominal pulsatile mass
146552	Infantile Colic
146555	External gastrointestinal fistula
146559	Compound dental caries
146563	Enamel caries
146567	Incipient enamel caries
146569	Occlusal wear of teeth
146571	Sharp tooth
146585	Perimylolysis
146595	Supragingival dental calculus
146596	Acute pulpitis
146597	Suppurative pulpitis
146603	Hyperplastic gingivitis
146605	Generalized gingival recession
146609	Epulides
146616	Rapidly progressive periodontitis
146617	Adult periodontitis
146625	Mandibular neuropraxia
146628	Temporomandibular luxation
146633	Dislocation,Tooth
146649	Osteomyelitis of jaw
146652	Suppurative osteomyelitis of jaw
146659	Alveolitis of mandible
146661	Torus mandibularis
146662	Torus palatinus
146669	Sialoangiitis
146670	Allergic parotitis
146676	Sialectasia NOS
146678	Disorder of oral soft tissues
146679	Vesicular stomatitis
146680	Pyostomatitis vegetans
146681	Granular stomatitis
146685	Erythroplakia of mouth
146687	Papillary hyperplasia of palate
146699	Actinic cheilitis
146704	Lip ulcer
146705	Cheilitis glandularis
146708	Abscess of tongue
146715	Glossoptosis
146722	Erosive esophagitis
146724	Alkaline reflux disease
146725	Postoperative esophagitis
146728	Cricopharyngeus muscle dysfunction
146729	Spasm of the cricopharyngeus muscle
146731	Chalasia of lower esophageal sphincter
146735	Intermittent dysphagia
146736	Oropharyngeal Dysphagia
146737	Esophageal Dysphagia
146738	Dysphagia lusoria
146740	Peptic ulcer of esophagus
146741	Esophagogastric ulcer
146743	Upper esophageal web
146744	Esophageal web
146745	Terminal esophageal web
146746	Acquired supradiaphragmatic diverticulum of esophagus
146750	Intramural esophageal hematoma
146751	Aorto-esophageal fistula
146753	Gastresophageal intussusception
146754	Broncho-esophageal fistula
146756	Esophageal injury
